City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
451,Hedaru,TZ,75.7,broken clouds,-4.5,37.9,Hedaru Palace Hotel
452,Rawson,AR,74.26,clear sky,-43.3,-65.1,Hotel Punta León
455,Foumban,CM,69.66,clear sky,5.73,10.9,Hotel Pekassa De Karche
456,Pouembout,NC,72.97,clear sky,-21.13,164.9,Camping de Tipenga
457,Lundazi,ZM,71.94,broken clouds,-12.29,33.18,Country 24 Lodge
458,Thyolo,MW,71.89,clear sky,-16.07,35.14,Chawani Bungalow
459,Laa,SL,79.75,clear sky,8.08,-10.77,
461,Plettenberg Bay,ZA,61.81,overcast clouds,-34.05,23.37,Thanda Vista B&B
465,Manakara,MG,71.49,overcast clouds,-22.13,48.02,La Residence Manakara
467,Pandan,PH,79.83,scattered clouds,14.05,124.17,Bonifacio Lodge
470,Meulaboh,ID,76.06,moderate rain,4.14,96.13,Kost Pria
477,Grand Gaube,MU,71.01,few clouds,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
478,Lucapa,AO,68.02,light rain,-8.42,20.74,Residência Ulisses Dos Santos
481,Negombo,LK,77.0,few clouds,7.21,79.84,Hotel Sunset Beach
483,Mwense,ZM,65.88,overcast clouds,-10.38,28.7,GrandPalm Lodge
485,Broken Hill,AU,69.8,broken clouds,-31.95,141.43,Daydream Motel & Cottages
492,Kinablangan,PH,78.44,broken clouds,7.69,126.55,Danny Moreno Property
493,Chadiza,ZM,76.57,scattered clouds,-14.07,32.44,Sankhani Lodge
494,Purranque,CL,60.8,clear sky,-40.92,-73.17,HOSPADAJE ERICA
495,Turan,VN,77.0,light rain,16.07,108.22,Grand Mercure Danang
497,Alofi,NU,71.6,few clouds,-19.06,-169.92,Taloa Heights
499,Saint-Joseph,RE,73.4,broken clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
500,Tandil,AR,71.01,clear sky,-37.32,-59.13,HOSTAL DE LA SIERRA TANDIL
507,Nam Som,TH,72.99,broken clouds,17.77,102.19,โรงแรมวุฒิโชค น้ำโสม ที่พักไกล้วัดป่าภูก้อน ราคา 500฿
517,Luderitz,,62.94,clear sky,-26.65,15.16,LÜDERITZ NEST HOTEL
518,Najran,SA,69.8,clear sky,17.49,44.13,محمد هادي ال فطيح
519,Abnub,EG,68.0,clear sky,27.27,31.15,مسجد الخطبة
522,Aitape,PG,78.49,light rain,-3.14,142.35,
526,San Juan,AR,76.51,few clouds,-31.54,-68.54,Hotel Provincial
527,Iquique,CL,69.8,clear sky,-20.22,-70.14,Backpacker`s Hostel Iquique
528,Nguruka,TZ,66.0,overcast clouds,-5.11,31.04,
529,Yangambi,CD,70.66,overcast clouds,0.81,24.43,
531,Changde,CN,64.13,broken clouds,29.05,111.68,Kangshida Hotel
532,Noumea,NC,71.6,clear sky,-22.28,166.46,Hôtel Le Lagon
538,Dingle,PH,76.37,scattered clouds,11.0,122.67,SEGAYA PROPERTY
539,Swan Hill,AU,66.36,scattered clouds,-35.34,143.55,Lazy River Motor Inn
541,Puerto Asis,CO,71.6,moderate rain,0.51,-76.5,Ayawaska Hostal
543,Bendigo,AU,62.42,scattered clouds,-36.77,144.28,The Hotel Shamrock
544,Lilongwe,MW,79.12,broken clouds,-13.97,33.79,Spendwise furnished apartments.
547,Tondano,ID,75.2,few clouds,1.3,124.91,Villa Bella
549,Kahului,US,73.99,few clouds,20.89,-156.47,Maui Seaside Hotel
551,Valsamata,GR,60.8,scattered clouds,38.17,20.6,Fiora Villas
552,Mutare,ZW,66.25,clear sky,-18.97,32.67,Ann Bruce Backpackers
553,Tefe,BR,77.0,moderate rain,-3.35,-64.71,Aracati Hotel
555,Bharatpur,IN,70.32,scattered clouds,27.22,77.48,OYO 22446 Sonar Haveli
558,Kongolo,CD,71.44,light rain,-5.38,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
559,Adelaide,AU,62.01,scattered clouds,-34.93,138.6,The Chancellor on Currie
560,Bontang,ID,79.23,moderate rain,0.13,117.5,Okra Leaf Guest House Syariah
561,Namibe,AO,69.46,scattered clouds,-15.2,12.15,Hotel Chik Chik Namibe
564,Jieshi,CN,72.0,broken clouds,22.81,115.83,Yuehai Hotel
567,Moree,AU,71.6,clear sky,-29.47,149.85,Molika Springs Motel
568,Kokopo,PG,78.51,light rain,-4.35,152.26,Kokopo Beach Bungalow Resort
569,Abha,SA,62.6,clear sky,18.22,42.51,Abha Hotel
570,Pacasmayo,PE,69.46,overcast clouds,-7.4,-79.57,Hotel Libertad
571,Micheweni,TZ,79.56,broken clouds,-4.97,39.83,
572,Port Hedland,AU,73.4,clear sky,-20.32,118.57,The Esplanade Hotel
576,Acandi,CO,75.97,heavy intensity rain,8.51,-77.28,Hotel Patio Bonito
585,Ayacucho,PE,77.0,few clouds,-13.16,-74.22,Hotel Incasol
586,Namatanai,PG,78.89,moderate rain,-3.67,152.43,Namatanai Hotel
588,Moerai,PF,76.73,light rain,-22.43,-151.33,Le Manotel
589,Mao,ES,66.2,few clouds,39.89,4.27,ARTIEM Capri
595,Bad Munstereifel,DE,60.01,light rain,50.55,6.77,Historisches Kurhaus
596,Port Macquarie,AU,66.2,scattered clouds,-31.43,152.92,Rydges Port Macquarie
597,San Carlos De Bariloche,AR,70.0,scattered clouds,-41.15,-71.31,Hotel Patagonia
599,Bin Qirdan,TN,71.26,overcast clouds,33.14,11.22,hotel rayes
600,Bundaberg,AU,75.99,scattered clouds,-24.85,152.35,Takalvan Motel
605,Ambulu,ID,76.71,broken clouds,-8.35,113.61,Hotel Ambulu Jember
608,Kibakwe,TZ,70.93,broken clouds,-6.72,36.37,
610,Boende,CD,73.58,broken clouds,-0.22,20.87,
611,Porto-Vecchio,FR,62.6,overcast clouds,41.59,9.28,Hôtel Le Goéland - Casa Santini
612,Warah,PK,65.55,clear sky,27.45,67.8,Nizamuddin Lohaar Home Soomra Muhallah Bhittai Colony Warah.
613,Yilan,TW,75.0,clear sky,24.76,121.75,Dar Chen Hotel
615,Avera,US,75.2,overcast clouds,33.19,-82.53,
616,Miri,MY,78.8,scattered clouds,4.41,114.01,"Mega Hotel, Miri"
618,Umm Lajj,SA,75.74,clear sky,25.02,37.27,Moon light Furnished Units
620,Batemans Bay,AU,62.01,overcast clouds,-35.72,150.18,Batemans Bay Marina Resort
621,Puertollano,ES,64.0,broken clouds,38.69,-4.11,Hotel Puertollano
625,Bandarban,BD,69.64,clear sky,22.2,92.23,Hotel Plaza
632,Ampanihy,MG,68.59,clear sky,-24.7,44.75,Angora Hotel
636,Vallenar,CL,78.85,clear sky,-28.57,-70.76,Humacao Bed & Breakfast
637,Xai-Xai,MZ,71.85,clear sky,-25.05,33.64,Platinum Hotel
639,Maldonado,UY,71.6,scattered clouds,-34.67,-54.92,La Cimarrona
643,Bima,ID,78.58,overcast clouds,-8.47,118.72,Lambitu Hotel
646,Cairns,AU,75.2,scattered clouds,-16.92,145.77,Mantra Trilogy Cairns
649,Lata,PT,66.0,overcast clouds,40.16,-8.33,Casa Maquia
658,Hue,VN,71.6,light rain,16.47,107.6,Saigon Morin Hotel
659,Hervey Bay,AU,75.0,clear sky,-25.3,152.85,Shelly Bay Resort
661,Binika,IN,73.26,few clouds,21.03,83.8,DISASTER ACCOMMODATION
662,Touho,NC,76.01,few clouds,-20.78,165.23,Auberge Timay Evasion
663,Sa Kaeo,TH,71.19,overcast clouds,13.75,102.33,บ้านร่มฉัตร รีสอร์ท
669,Yeppoon,AU,73.4,clear sky,-23.13,150.73,Villa Mar Colina
672,Durazno,UY,78.8,broken clouds,-33.41,-56.5,Hotel Santa Cristina
676,Creel,MX,60.13,clear sky,27.75,-107.63,The Lodge at Creel Hotel & SPA
