City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
363,Ahipara,NZ,-35.17,173.17,58.71,83,78,3.11,broken clouds
364,Lima,PE,-12.04,-77.03,71.6,60,40,9.17,scattered clouds
365,Salinopolis,BR,-0.61,-47.36,85.95,66,84,13.71,broken clouds
366,Zyryanka,RU,65.75,150.85,-12.33,89,100,13.02,light snow
367,Palana,RU,59.12,159.97,22.12,97,97,15.19,light snow
368,Port Hawkesbury,CA,45.62,-61.35,42.01,64,90,14.99,overcast clouds
369,Rocha,UY,-34.48,-54.33,70.48,78,50,14.54,light rain
370,Comodoro Rivadavia,AR,-45.87,-67.5,78.8,31,0,11.41,clear sky
371,Tigzirt,DZ,36.89,4.12,64.38,83,29,6.64,scattered clouds
372,Lakselv,NO,70.05,24.97,42.8,70,40,34.45,scattered clouds
373,Yakima,US,46.47,-120.67,39.0,86,75,4.7,broken clouds
374,Aripuana,BR,-9.17,-60.63,97.63,38,64,2.73,broken clouds
375,Codrington,AU,-38.27,141.97,58.75,71,10,14.18,clear sky
376,Talavera De La Reina,ES,39.96,-4.83,58.68,90,100,3.6,overcast clouds
377,Diu,IN,20.71,70.98,77.9,48,0,7.4,clear sky
378,Kalmunai,LK,7.42,81.82,80.29,83,78,3.98,moderate rain
379,Hirara,JP,24.8,125.28,76.24,82,36,19.98,light rain
380,Qaqortoq,GL,60.72,-46.03,19.15,79,1,7.4,clear sky
381,Trincomalee,LK,8.57,81.23,82.08,81,96,6.24,overcast clouds
382,Whitehorse,CA,60.72,-135.05,15.8,85,90,8.05,light snow
383,Tiznit,MA,29.58,-9.5,77.49,24,82,3.96,broken clouds
384,Grand-Santi,GF,4.25,-54.38,95.88,38,2,4.68,clear sky
385,Spearfish,US,44.49,-103.86,41.0,32,1,10.29,clear sky
386,Saldanha,ZA,-33.01,17.94,62.6,59,0,18.34,clear sky
387,Lasa,IT,46.62,10.7,41.0,61,5,6.93,clear sky
388,Hailey,US,43.52,-114.32,33.01,86,40,5.82,scattered clouds
389,Pangnirtung,CA,66.15,-65.71,21.2,100,90,2.24,light snow
390,Saint-Augustin,CA,51.23,-58.65,33.8,80,16,3.22,few clouds
391,Paamiut,GL,61.99,-49.67,24.82,78,0,24.85,clear sky
392,Baruun-Urt,MN,46.68,113.28,26.47,95,15,4.81,few clouds
393,Orlik,RU,52.52,99.83,17.49,88,100,0.92,overcast clouds
394,Cayenne,GF,4.93,-52.33,87.8,66,20,14.99,few clouds
395,Beboto,TD,8.27,16.94,77.63,25,100,2.3,overcast clouds
396,Sri Aman,MY,1.24,111.46,75.2,100,77,1.5,broken clouds
397,Pacific Grove,US,36.62,-121.92,61.0,66,1,9.17,clear sky
398,College,US,64.86,-147.8,6.8,77,90,3.36,light snow
399,Sola,VU,-13.88,167.55,80.64,82,59,20.4,broken clouds
400,Vung Tau,VN,10.35,107.08,79.52,82,65,14.2,broken clouds
401,Dubbo,AU,-32.25,148.62,67.28,42,59,9.48,broken clouds
402,Havelock,US,34.88,-76.9,73.0,74,37,8.01,scattered clouds
403,Tessalit,ML,20.2,1.01,76.68,18,0,9.37,clear sky
404,Malindi,KE,-3.22,40.12,82.4,74,20,6.93,few clouds
405,Nizwa,OM,22.93,57.53,68.49,71,10,7.0,clear sky
406,Chibombo,ZM,-14.66,28.07,76.06,60,96,5.1,overcast clouds
407,Urumqi,CN,43.8,87.6,37.4,64,75,2.24,broken clouds
408,Cowra,AU,-33.83,148.68,66.06,44,61,5.66,broken clouds
409,Hanyang,CN,32.14,105.51,64.99,73,83,0.07,broken clouds
410,Tabou,CI,4.42,-7.35,80.8,80,42,7.43,scattered clouds
411,Houma,US,29.6,-90.72,84.0,65,40,8.05,scattered clouds
412,Camacha,PT,33.08,-16.33,69.8,94,40,17.22,scattered clouds
413,Uniao Dos Palmares,BR,-9.16,-36.03,86.0,70,20,13.87,few clouds
414,Atambua,ID,-9.11,124.89,75.47,81,17,3.36,few clouds
415,Walvis Bay,NA,-22.96,14.51,66.2,63,0,12.75,clear sky
416,Port Hardy,CA,50.7,-127.42,46.4,81,75,14.99,light intensity shower rain
417,Santa Vitoria Do Palmar,BR,-33.52,-53.37,74.61,61,100,11.95,overcast clouds
418,Genhe,CN,50.78,121.52,9.37,91,0,3.24,clear sky
419,Manzanillo,CU,20.34,-77.12,83.73,72,98,13.11,overcast clouds
420,Ulladulla,AU,-35.35,150.47,69.8,73,96,4.7,overcast clouds
421,Sorkjosen,NO,69.8,20.93,39.2,80,0,12.75,clear sky
422,Linden,GY,6.0,-58.3,87.8,70,40,9.17,scattered clouds
423,Roma,US,43.21,-75.46,48.99,60,75,13.87,broken clouds
424,Maltahohe,NA,-24.83,16.98,74.1,18,0,16.75,clear sky
425,Nanchong,CN,30.8,106.08,64.44,56,0,2.8,clear sky
426,Bengkulu,ID,-3.8,102.27,77.36,83,100,4.59,overcast clouds
427,Santa Rosa,PH,14.31,121.11,79.0,88,20,1.12,few clouds
428,Aden,YE,12.78,45.04,80.17,72,2,8.81,clear sky
429,Octeville,FR,49.63,-1.64,52.0,93,75,24.16,moderate rain
430,Bria,CF,6.54,21.99,74.17,52,40,2.06,scattered clouds
431,Samarai,PG,-10.62,150.67,80.44,84,92,9.57,light rain
432,Lao Cai,VN,22.48,103.95,66.54,71,60,1.03,broken clouds
433,Gizo,SB,-8.1,156.84,83.75,77,83,12.41,broken clouds
434,Katobu,ID,-4.94,122.53,75.92,87,82,2.3,broken clouds
435,Burnie,AU,-41.07,145.92,60.01,80,65,8.01,broken clouds
436,Antofagasta,CL,-23.65,-70.4,66.2,63,40,14.99,scattered clouds
437,Port-Gentil,GA,-0.72,8.78,75.2,100,75,5.82,thunderstorm with light rain
438,Kamenka,RU,51.32,42.77,26.01,70,99,7.0,overcast clouds
439,Diamantino,BR,-14.41,-56.45,93.04,42,92,6.82,overcast clouds
440,Tsabong,BW,-26.02,22.4,84.88,32,100,11.36,overcast clouds
441,Tabasalu,EE,59.43,24.53,36.0,90,90,8.05,overcast clouds
442,Ipojuca,BR,-8.4,-35.06,84.2,66,40,9.17,scattered clouds
443,Kalengwa,ZM,-13.47,25.0,68.45,84,50,6.42,scattered clouds
444,Morris,US,40.83,-74.53,57.2,62,75,14.99,broken clouds
445,Haines Junction,CA,60.75,-137.51,17.6,72,100,4.7,overcast clouds
446,Coquimbo,CL,-29.95,-71.34,62.6,63,40,11.41,scattered clouds
447,Moranbah,AU,-22.0,148.05,74.61,63,0,4.18,clear sky
448,Massakory,TD,13.0,15.73,82.31,19,0,11.41,clear sky
449,Fethiye,TR,36.62,29.12,59.0,62,0,5.82,clear sky
450,Abilene,US,32.45,-99.73,57.99,19,1,6.93,clear sky
451,Hedaru,TZ,-4.5,37.9,75.7,77,78,4.07,broken clouds
452,Rawson,AR,-43.3,-65.1,74.26,21,8,7.85,clear sky
453,Lazaro Cardenas,MX,17.96,-102.2,84.56,61,0,4.34,clear sky
454,Hanzhong,CN,33.07,107.03,55.44,60,0,1.21,clear sky
455,Foumban,CM,5.73,10.9,69.66,54,1,2.24,clear sky
456,Pouembout,NC,-21.13,164.9,72.97,88,5,4.45,clear sky
457,Lundazi,ZM,-12.29,33.18,71.94,59,81,5.1,broken clouds
458,Thyolo,MW,-16.07,35.14,71.89,38,0,7.74,clear sky
459,Laa,SL,8.08,-10.77,79.75,56,0,2.01,clear sky
460,Korgen,NO,66.08,13.82,42.8,81,75,4.7,broken clouds
461,Plettenberg Bay,ZA,-34.05,23.37,61.81,73,93,3.85,overcast clouds
462,Bathsheba,BB,13.22,-59.52,86.0,70,75,13.87,shower rain
463,Mazurivka,UA,49.27,24.21,46.4,87,75,4.05,broken clouds
464,Prata,BR,-19.31,-48.92,89.58,39,17,7.61,few clouds
465,Manakara,MG,-22.13,48.02,71.49,70,95,7.0,overcast clouds
466,Hobyo,SO,5.35,48.53,80.06,76,0,15.35,clear sky
467,Pandan,PH,14.05,124.17,79.83,86,44,10.38,scattered clouds
468,Saint-Georges,GD,12.06,-61.75,84.2,79,75,20.8,shower rain
469,Boa Vista,BR,2.82,-60.67,89.6,55,40,9.17,scattered clouds
470,Meulaboh,ID,4.14,96.13,76.06,92,96,4.32,moderate rain
471,Porto Novo,BJ,6.5,2.6,86.0,74,20,8.05,few clouds
472,Verkhnyachka,UA,48.83,30.04,41.02,86,100,4.94,overcast clouds
473,Santa Maria,BR,-29.68,-53.81,89.6,46,40,8.05,scattered clouds
474,Coruripe,BR,-10.13,-36.18,83.53,62,45,13.8,scattered clouds
475,Kamaishi,JP,39.27,141.88,52.56,63,97,7.54,overcast clouds
476,Jimo,CN,36.39,120.46,55.99,87,84,2.24,broken clouds
477,Grand Gaube,MU,-20.01,57.66,71.01,68,18,7.0,few clouds
478,Lucapa,AO,-8.42,20.74,68.02,94,79,3.2,light rain
479,Dawson Creek,CA,55.77,-120.24,14.0,85,90,2.24,light snow
480,Soma,TR,39.19,27.61,53.6,71,40,8.05,scattered clouds
481,Negombo,LK,7.21,79.84,77.0,100,20,2.24,few clouds
482,Tailai,CN,46.38,123.4,29.93,87,69,4.03,broken clouds
483,Mwense,ZM,-10.38,28.7,65.88,92,99,2.39,overcast clouds
484,Nioro,GM,13.35,-15.75,89.85,20,0,3.2,clear sky
485,Broken Hill,AU,-31.95,141.43,69.8,37,80,19.46,broken clouds
486,Tutoia,BR,-2.76,-42.27,86.52,64,22,16.35,few clouds
487,Kirakira,SB,-10.45,161.92,80.29,83,90,9.62,light rain
488,Batticaloa,LK,7.71,81.69,80.83,83,75,5.64,light rain
489,Husavik,IS,66.04,-17.34,32.0,97,90,6.93,light snow
490,Vagay,RU,57.94,69.02,7.11,95,70,5.32,broken clouds
491,Lander,US,42.83,-108.73,35.6,37,1,9.17,clear sky
492,Kinablangan,PH,7.69,126.55,78.44,81,67,5.48,broken clouds
493,Chadiza,ZM,-14.07,32.44,76.57,30,38,5.75,scattered clouds
494,Purranque,CL,-40.92,-73.17,60.8,55,0,11.41,clear sky
495,Turan,VN,16.07,108.22,77.0,100,75,5.82,light rain
496,Kralupy Nad Vltavou,CZ,50.24,14.31,45.0,87,90,8.05,overcast clouds
497,Alofi,NU,-19.06,-169.92,71.6,94,12,3.36,few clouds
498,Eskilstuna,SE,59.37,16.51,51.01,93,100,11.41,mist
499,Saint-Joseph,RE,-21.37,55.62,73.4,53,75,11.41,broken clouds
500,Tandil,AR,-37.32,-59.13,71.01,32,0,8.01,clear sky
501,Balykshi,KZ,47.07,51.87,19.4,67,0,13.42,clear sky
502,Xingcheng,CN,40.62,120.72,44.24,57,0,11.92,clear sky
503,Nome,US,64.5,-165.41,12.2,78,1,4.7,clear sky
504,Birin,NP,26.89,88.07,54.19,69,0,4.68,clear sky
505,Darhan,MN,49.49,105.92,28.92,92,100,4.07,overcast clouds
506,Ola,RU,59.58,151.28,9.63,92,100,11.48,overcast clouds
507,Nam Som,TH,17.77,102.19,72.99,70,67,1.34,broken clouds
508,Moose Jaw,CA,50.4,-105.53,15.8,92,42,2.24,scattered clouds
509,Moose Factory,CA,51.26,-80.61,30.2,100,90,11.41,snow
510,Poso,ID,-1.4,120.75,80.01,73,80,3.96,light rain
511,Huaiyin,CN,33.59,119.02,54.34,93,1,6.31,clear sky
512,Aksarka,RU,66.56,67.8,8.04,94,78,9.91,broken clouds
513,Sangar,RU,63.92,127.47,-3.41,92,100,9.46,overcast clouds
514,Berlevag,NO,70.86,29.09,41.0,93,75,28.86,broken clouds
515,Bubaque,GW,11.28,-15.83,85.93,51,0,4.88,clear sky
516,Prince Rupert,CA,54.32,-130.32,41.0,93,90,2.24,light rain
517,Luderitz,NA,-26.65,15.16,62.94,67,0,22.84,clear sky
518,Najran,SA,17.49,44.13,69.8,30,0,6.93,clear sky
519,Abnub,EG,27.27,31.15,68.0,60,0,13.87,clear sky
520,Bratsk,RU,56.13,101.61,12.0,92,10,4.47,clear sky
521,Sire,NG,12.93,5.2,84.38,23,20,9.15,few clouds
522,Aitape,PG,-3.14,142.35,78.49,82,93,5.14,light rain
523,Verkhnyaya Maksakovka,RU,61.63,50.97,23.0,100,90,6.71,overcast clouds
524,Chalons-En-Champagne,FR,48.95,4.37,57.2,87,75,19.46,broken clouds
525,Northam,GB,51.03,-4.22,55.0,86,80,11.01,broken clouds
526,San Juan,AR,-31.54,-68.54,76.51,33,16,6.91,few clouds
527,Iquique,CL,-20.22,-70.14,69.8,49,0,10.29,clear sky
528,Nguruka,TZ,-5.11,31.04,66.0,91,100,2.28,overcast clouds
529,Yangambi,CD,0.81,24.43,70.66,98,100,1.92,overcast clouds
530,Chara,RU,56.91,118.26,-2.16,76,11,2.33,few clouds
531,Changde,CN,29.05,111.68,64.13,66,77,0.51,broken clouds
532,Noumea,NC,-22.28,166.46,71.6,88,10,3.36,clear sky
533,Kautokeino,NO,69.01,23.04,34.11,91,90,15.61,overcast clouds
534,Ginir,ET,7.13,40.7,57.83,47,20,4.09,few clouds
535,Sereflikochisar,TR,38.94,33.54,47.79,58,0,5.97,clear sky
536,Port Lincoln,AU,-34.73,135.87,57.25,75,0,13.04,clear sky
537,Shimoda,JP,34.67,138.95,54.0,83,67,12.86,broken clouds
538,Dingle,PH,11.0,122.67,76.37,91,34,7.58,scattered clouds
539,Swan Hill,AU,-35.34,143.55,66.36,46,38,10.58,scattered clouds
540,Mindelo,CV,16.89,-24.98,82.4,61,40,20.8,scattered clouds
541,Puerto Asis,CO,0.51,-76.5,71.6,100,90,3.36,moderate rain
542,Orocue,CO,4.79,-71.34,89.8,57,43,6.49,scattered clouds
543,Bendigo,AU,-36.77,144.28,62.42,54,25,14.07,scattered clouds
544,Lilongwe,MW,-13.97,33.79,79.12,32,61,4.52,broken clouds
545,Young,UY,-32.68,-57.63,82.0,49,48,5.01,light rain
546,Ayagoz,KZ,47.97,80.44,22.15,83,100,6.31,overcast clouds
547,Tondano,ID,1.3,124.91,75.2,94,20,2.24,few clouds
548,Campina Verde,BR,-19.54,-49.49,90.72,39,33,6.31,scattered clouds
549,Kahului,US,20.89,-156.47,73.99,78,20,4.7,few clouds
550,Alugan,PH,12.22,125.48,80.98,87,76,8.25,broken clouds
551,Valsamata,GR,38.17,20.6,60.8,100,40,2.24,scattered clouds
552,Mutare,ZW,-18.97,32.67,66.25,49,1,6.35,clear sky
553,Tefe,BR,-3.35,-64.71,77.0,94,75,5.82,moderate rain
554,Bud,US,39.45,-86.18,46.0,75,90,16.11,overcast clouds
555,Bharatpur,IN,27.22,77.48,70.32,73,40,8.21,scattered clouds
556,Klaksvik,FO,62.23,-6.59,46.4,93,100,11.41,overcast clouds
557,Chernogolovka,RU,56.0,38.37,32.0,97,40,6.71,light snow
558,Kongolo,CD,-5.38,27.0,71.44,91,100,2.3,light rain
559,Adelaide,AU,-34.93,138.6,62.01,72,40,24.16,scattered clouds
560,Bontang,ID,0.13,117.5,79.23,83,39,6.62,moderate rain
561,Namibe,AO,-15.2,12.15,69.46,78,27,10.31,scattered clouds
562,Atar,MR,20.52,-13.05,87.75,13,100,10.27,overcast clouds
563,Duki,PK,30.15,68.57,51.69,39,4,6.82,clear sky
564,Jieshi,CN,22.81,115.83,72.0,86,74,14.07,broken clouds
565,Chanute,US,37.68,-95.46,53.6,32,1,16.11,clear sky
566,Sistranda,NO,63.73,8.83,50.0,71,0,16.11,clear sky
567,Moree,AU,-29.47,149.85,71.6,46,0,10.29,clear sky
568,Kokopo,PG,-4.35,152.26,78.51,79,85,8.16,light rain
569,Abha,SA,18.22,42.51,62.6,82,0,4.7,clear sky
570,Pacasmayo,PE,-7.4,-79.57,69.46,69,97,14.9,overcast clouds
571,Micheweni,TZ,-4.97,39.83,79.56,78,83,6.91,broken clouds
572,Port Hedland,AU,-20.32,118.57,73.4,73,0,5.82,clear sky
573,Jiayuguan,CN,39.82,98.3,35.26,67,59,15.55,broken clouds
574,Yoichi,JP,43.2,140.77,46.99,38,99,14.25,overcast clouds
575,Belmonte,BR,-15.86,-38.88,86.0,83,20,17.22,few clouds
576,Acandi,CO,8.51,-77.28,75.97,91,97,4.27,heavy intensity rain
577,Denpasar,ID,-8.65,115.22,82.4,78,20,8.05,few clouds
578,Madarounfa,NE,13.31,7.16,87.8,25,0,4.7,clear sky
579,Anchorage,US,61.22,-149.9,16.0,78,20,7.18,few clouds
580,Romans-Sur-Isere,FR,45.05,5.06,57.2,82,90,18.34,overcast clouds
581,Pirapozinho,BR,-22.28,-51.5,95.07,31,14,6.91,moderate rain
582,Hovd,MN,48.01,91.64,28.87,86,100,1.41,overcast clouds
583,Cariati,IT,39.49,16.96,57.2,100,1,1.12,fog
584,Douglas,US,41.3,-96.17,48.99,39,1,21.92,clear sky
585,Ayacucho,PE,-13.16,-74.22,77.0,23,20,2.24,few clouds
586,Namatanai,PG,-3.67,152.43,78.89,80,100,7.76,moderate rain
587,High Rock,BS,26.62,-78.28,84.2,74,20,8.05,few clouds
588,Moerai,PF,-22.43,-151.33,76.73,83,49,7.74,light rain
589,Mao,ES,39.89,4.27,66.2,82,20,12.75,few clouds
590,Podor,MR,16.65,-14.96,96.8,18,0,2.24,clear sky
591,Siparia,TT,10.13,-61.5,87.01,78,79,1.99,light rain
592,Kavaratti,IN,10.57,72.64,83.77,77,48,6.67,scattered clouds
593,Baryatino,RU,54.31,34.52,30.69,98,96,9.69,overcast clouds
594,Oktyabrskoye,RU,43.06,44.74,37.4,100,98,1.32,overcast clouds
595,Bad Munstereifel,DE,50.55,6.77,60.01,85,96,14.0,light rain
596,Port Macquarie,AU,-31.43,152.92,66.2,100,40,4.7,scattered clouds
597,San Carlos De Bariloche,AR,-41.15,-71.31,70.0,25,40,17.22,scattered clouds
598,Itamaraju,BR,-17.04,-39.53,87.58,57,94,4.56,heavy intensity rain
599,Bin Qirdan,TN,33.14,11.22,71.26,37,99,5.93,overcast clouds
600,Bundaberg,AU,-24.85,152.35,75.99,94,40,4.7,scattered clouds
601,Shestakovo,RU,56.49,103.96,11.59,94,51,1.61,broken clouds
602,Aykhal,RU,66.0,111.5,-4.0,83,0,6.71,clear sky
603,Atherton,GB,53.52,-2.49,46.99,81,63,5.01,moderate rain
604,Sao Domingos,BR,-13.4,-46.32,86.68,48,97,3.91,light rain
605,Ambulu,ID,-8.35,113.61,76.71,86,70,3.67,broken clouds
606,Slave Lake,CA,55.28,-114.77,12.2,92,75,8.05,broken clouds
607,Gunjur,GM,13.2,-16.73,91.4,41,0,2.24,clear sky
608,Kibakwe,TZ,-6.72,36.37,70.93,74,82,4.92,broken clouds
609,Taywarah,AF,33.35,64.42,26.1,71,15,0.81,few clouds
610,Boende,CD,-0.22,20.87,73.58,83,74,0.74,broken clouds
611,Porto-Vecchio,FR,41.59,9.28,62.6,87,90,2.24,overcast clouds
612,Warah,PK,27.45,67.8,65.55,27,0,5.03,clear sky
613,Yilan,TW,24.76,121.75,75.0,99,5,3.53,clear sky
614,Dagda,LV,56.1,27.54,34.38,89,100,8.81,overcast clouds
615,Avera,US,33.19,-82.53,75.2,83,90,14.99,overcast clouds
616,Miri,MY,4.41,114.01,78.8,100,40,2.24,scattered clouds
617,Litovko,RU,49.24,135.17,25.07,97,65,8.88,light snow
618,Umm Lajj,SA,25.02,37.27,75.74,69,0,9.13,clear sky
619,Pareora,NZ,-44.49,171.21,57.0,95,95,4.83,overcast clouds
620,Batemans Bay,AU,-35.72,150.18,62.01,78,100,5.06,overcast clouds
621,Puertollano,ES,38.69,-4.11,64.0,80,81,3.2,broken clouds
622,Tommot,RU,58.96,126.29,9.19,93,100,10.27,light snow
623,Sobolevo,RU,54.43,31.9,32.76,95,100,8.84,overcast clouds
624,Erie,US,42.77,-78.67,55.0,81,90,20.8,light rain
625,Bandarban,BD,22.2,92.23,69.64,89,0,1.59,clear sky
626,Takaka,NZ,-40.85,172.8,59.0,92,100,1.99,overcast clouds
627,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,84.92,72,25,5.39,moderate rain
628,Kurumkan,RU,54.3,110.3,12.69,85,0,2.84,clear sky
629,Middletown,US,39.52,-84.4,53.6,57,75,25.28,broken clouds
630,Maracacume,BR,-2.04,-45.96,87.51,65,94,6.91,overcast clouds
631,West Bay,KY,19.37,-81.42,86.0,70,40,16.11,scattered clouds
632,Ampanihy,MG,-24.7,44.75,68.59,65,0,14.25,clear sky
633,Farmington,US,36.73,-108.22,35.6,40,1,9.17,clear sky
634,Tevaitoa,PF,-16.78,-151.5,80.35,77,36,11.77,scattered clouds
635,Kaihua,CN,23.37,104.28,55.99,90,57,1.88,broken clouds
636,Vallenar,CL,-28.57,-70.76,78.85,18,0,12.53,clear sky
637,Xai-Xai,MZ,-25.05,33.64,71.85,73,2,12.19,clear sky
638,Vrangel,RU,42.73,133.08,44.92,76,27,12.97,scattered clouds
639,Maldonado,UY,-34.67,-54.92,71.6,78,40,17.22,scattered clouds
640,Brae,GB,60.4,-1.35,50.0,93,75,11.41,broken clouds
641,Pitangui,BR,-19.68,-44.89,86.43,45,94,3.47,overcast clouds
642,Skibbereen,IE,51.55,-9.27,48.2,81,75,14.99,broken clouds
643,Bima,ID,-8.47,118.72,78.58,79,96,3.49,overcast clouds
644,Shushenskoye,RU,53.33,91.94,12.2,85,82,0.54,broken clouds
645,Vikhorevka,RU,56.12,101.16,12.0,92,0,4.47,clear sky
646,Cairns,AU,-16.92,145.77,75.2,78,50,8.05,scattered clouds
647,Grass Valley,US,39.22,-121.06,57.2,26,1,4.7,clear sky
648,Gao,ML,16.64,1.64,82.26,17,5,9.4,clear sky
649,Lata,PT,40.16,-8.33,66.0,98,100,4.0,overcast clouds
650,Dunedin,NZ,-45.87,170.5,57.0,87,100,8.68,overcast clouds
651,Mezhdurechensk,RU,53.69,88.06,23.92,87,78,3.42,broken clouds
652,Kudahuvadhoo,MV,2.67,72.89,83.07,74,100,6.69,light rain
653,Hayden,US,47.77,-116.79,42.8,81,90,17.22,overcast clouds
654,Krasnoselkup,RU,65.7,82.47,1.65,92,100,13.8,overcast clouds
655,Leningradskiy,RU,69.38,178.42,21.33,90,100,10.58,overcast clouds
656,Acarau,BR,-2.89,-40.12,87.89,55,36,20.89,scattered clouds
657,Fort Nelson,CA,58.81,-122.7,10.4,85,90,8.05,light snow
658,Hue,VN,16.47,107.6,71.6,94,40,3.36,light rain
659,Hervey Bay,AU,-25.3,152.85,75.0,87,2,1.01,clear sky
660,Bilibino,RU,68.05,166.44,9.54,93,100,3.94,snow
661,Binika,IN,21.03,83.8,73.26,68,17,2.66,few clouds
662,Touho,NC,-20.78,165.23,76.01,84,23,10.98,few clouds
663,Sa Kaeo,TH,13.75,102.33,71.19,83,85,4.79,overcast clouds
664,Santa Rita Do Passa Quatro,BR,-21.71,-47.48,85.8,47,39,6.85,light rain
665,Igrim,RU,63.19,64.42,14.79,89,95,6.29,overcast clouds
666,Chumikan,RU,54.72,135.31,12.0,92,28,15.66,scattered clouds
667,Opochka,RU,56.71,28.66,34.39,88,77,8.5,broken clouds
668,Matveyevka,RU,52.15,56.18,8.6,78,0,2.24,clear sky
669,Yeppoon,AU,-23.13,150.73,73.4,88,1,6.93,clear sky
670,Duluth,US,46.78,-92.11,33.8,80,90,28.86,overcast clouds
671,Casian,PH,11.04,119.71,83.12,81,56,21.54,broken clouds
672,Durazno,UY,-33.41,-56.5,78.8,47,75,13.87,broken clouds
673,Les Cayes,HT,18.2,-73.75,82.36,71,100,6.58,overcast clouds
674,Ketchikan,US,55.34,-131.65,39.2,69,1,17.22,clear sky
675,Jacareacanga,BR,-6.22,-57.75,98.78,35,40,4.18,scattered clouds
676,Creel,MX,27.75,-107.63,60.13,33,0,13.27,clear sky
